order_id,order_status,created_at,
849171,dispatched,06/08/2018,
849172,cancelled,06/08/2018,
849173,dispatched,06/08/2018,
849174,dispatched,06/08/2018,
849175,cancelled,06/08/2018,
849176,dispatched,06/08/2018,
849177,dispatched,06/08/2018,
849178,refunded,06/08/2018,
849179,dispatched,06/08/2018,
849180,dispatched,06/08/2018,
849181,dispatched,06/08/2018,
849182,dispatched,06/08/2018,
849183,dispatched,06/08/2018,
849184,dispatched,06/08/2018,
849185,dispatched,06/08/2018,
849186,cancelled,06/08/2018,
849187,dispatched,06/08/2018,
849188,dispatched,06/08/2018,
849189,dispatched,06/08/2018,
849190,cancelled,06/08/2018,
849191,dispatched,06/08/2018,
849192,dispatched,06/08/2018,
849193,cancelled,06/08/2018,
849194,cancelled,06/08/2018,
849195,dispatched,06/08/2018,
849196,dispatched,06/08/2018,
849197,cancelled,06/08/2018,
849198,dispatched,06/08/2018,
849199,dispatched,06/08/2018,
849200,dispatched,06/08/2018,
849201,cancelled,06/08/2018,
849202,dispatched,06/08/2018,
849203,dispatched,06/08/2018,
849204,dispatched,06/08/2018,
849205,dispatched,06/08/2018,
849206,cancelled,06/08/2018,
849207,dispatched,06/08/2018,
849208,dispatched,06/08/2018,
849209,dispatched,06/08/2018,
849210,cancelled,06/08/2018,
849211,dispatched,06/08/2018,
849212,cancelled,06/08/2018,
849213,dispatched,06/08/2018,
849214,cancelled,07/08/2018,
849215,cancelled,07/08/2018,
849216,dispatched,07/08/2018,
849217,cancelled,07/08/2018,
849218,cancelled,07/08/2018,
849219,cancelled,07/08/2018,
849220,dispatched,07/08/2018,
849221,dispatched,07/08/2018,
849222,dispatched,07/08/2018,
849223,dispatched,07/08/2018,
849224,dispatched,07/08/2018,
849225,dispatched,07/08/2018,
849226,dispatched,07/08/2018,
849227,dispatched,07/08/2018,
849228,cancelled,07/08/2018,
849229,dispatched,07/08/2018,
849230,cancelled,07/08/2018,
849231,dispatched,07/08/2018,
849232,dispatched,07/08/2018,
849233,cancelled,07/08/2018,
849234,dispatched,07/08/2018,
849235,dispatched,07/08/2018,
849236,dispatched,07/08/2018,
849237,dispatched,07/08/2018,
849238,dispatched,07/08/2018,
849239,dispatched,07/08/2018,
849240,cancelled,07/08/2018,
849241,dispatched,07/08/2018,
849242,dispatched,07/08/2018,
849243,cancelled,07/08/2018,
849244,cancelled,07/08/2018,
849245,dispatched,07/08/2018,
849246,refunded,07/08/2018,
849247,cancelled,07/08/2018,
849248,dispatched,07/08/2018,
849249,dispatched,07/08/2018,
849250,dispatched,07/08/2018,
849251,dispatched,07/08/2018,
849252,dispatched,07/08/2018,
849253,dispatched,07/08/2018,
849254,dispatched,07/08/2018,
849255,dispatched,07/08/2018,
849256,cancelled,07/08/2018,
849257,dispatched,07/08/2018,
849258,dispatched,07/08/2018,
849259,dispatched,07/08/2018,
849260,dispatched,07/08/2018,
849261,dispatched,07/08/2018,
849262,dispatched,07/08/2018,
849263,cancelled,07/08/2018,
849264,dispatched,07/08/2018,
849265,cancelled,07/08/2018,
849266,dispatched,07/08/2018,
849267,cancelled,07/08/2018,
849268,cancelled,07/08/2018,
849269,cancelled,07/08/2018,
849270,dispatched,07/08/2018,
849271,dispatched,07/08/2018,
849272,partially_refunded,07/08/2018,
849273,dispatched,07/08/2018,
849274,dispatched,07/08/2018,
849275,cancelled,07/08/2018,
849276,dispatched,07/08/2018,
849277,dispatched,07/08/2018,
849278,dispatched,07/08/2018,
849279,dispatched,07/08/2018,
849280,dispatched,07/08/2018,
849281,dispatched,07/08/2018,
849282,dispatched,07/08/2018,
849283,dispatched,07/08/2018,
849284,dispatched,07/08/2018,
849285,cancelled,07/08/2018,
849286,dispatched,07/08/2018,
849287,dispatched,07/08/2018,
849288,dispatched,07/08/2018,
849289,dispatched,07/08/2018,
849290,dispatched,07/08/2018,
849291,cancelled,07/08/2018,
849292,cancelled,07/08/2018,
849293,dispatched,07/08/2018,
849294,dispatched,07/08/2018,
849295,dispatched,07/08/2018,
849296,dispatched,07/08/2018,
849297,dispatched,07/08/2018,
849298,cancelled,07/08/2018,
849299,dispatched,07/08/2018,
849300,dispatched,07/08/2018,
849301,dispatched,07/08/2018,
849302,dispatched,07/08/2018,
849303,dispatched,07/08/2018,
849304,dispatched,07/08/2018,
849305,dispatched,07/08/2018,
849306,dispatched,07/08/2018,
849307,dispatched,07/08/2018,
849308,dispatched,07/08/2018,
849309,dispatched,07/08/2018,
849310,cancelled,07/08/2018,
849311,dispatched,07/08/2018,
849312,dispatched,07/08/2018,
849313,refunded,07/08/2018,
849314,dispatched,07/08/2018,
849315,dispatched,07/08/2018,
849316,dispatched,07/08/2018,
849317,dispatched,07/08/2018,
849318,dispatched,07/08/2018,
849319,refunded,07/08/2018,
849320,dispatched,07/08/2018,
849321,dispatched,07/08/2018,
849322,dispatched,07/08/2018,
849323,cancelled,07/08/2018,
849324,dispatched,07/08/2018,
849325,dispatched,07/08/2018,
849326,dispatched,07/08/2018,
849327,dispatched,07/08/2018,
849328,dispatched,07/08/2018,
849329,dispatched,07/08/2018,
849330,dispatched,07/08/2018,
849331,cancelled,07/08/2018,
849332,dispatched,07/08/2018,
849333,cancelled,07/08/2018,
849334,dispatched,07/08/2018,
849335,dispatched,07/08/2018,
849336,dispatched,07/08/2018,
849337,cancelled,07/08/2018,
849338,cancelled,07/08/2018,
849339,cancelled,07/08/2018,
849340,dispatched,07/08/2018,
849341,dispatched,07/08/2018,
849342,refunded,07/08/2018,
849343,dispatched,07/08/2018,
849344,dispatched,07/08/2018,
849345,cancelled,07/08/2018,
849346,dispatched,07/08/2018,
849347,dispatched,07/08/2018,
849348,dispatched,07/08/2018,
849349,dispatched,07/08/2018,
849350,dispatched,07/08/2018,
849351,dispatched,07/08/2018,
849352,refunded,07/08/2018,
849353,dispatched,08/08/2018,
849354,dispatched,08/08/2018,
849355,cancelled,08/08/2018,
849356,cancelled,08/08/2018,
849357,dispatched,08/08/2018,
849358,cancelled,08/08/2018,
849359,cancelled,08/08/2018,
849360,dispatched,08/08/2018,
849361,dispatched,08/08/2018,
849362,dispatched,08/08/2018,
849363,dispatched,08/08/2018,
849364,dispatched,08/08/2018,
849365,dispatched,08/08/2018,
849366,dispatched,08/08/2018,
849367,dispatched,08/08/2018,
849368,dispatched,08/08/2018,
849369,dispatched,08/08/2018,
849370,dispatched,08/08/2018,
849371,dispatched,08/08/2018,
849372,dispatched,08/08/2018,
849373,dispatched,08/08/2018,
849374,dispatched,08/08/2018,
849375,dispatched,08/08/2018,
849376,dispatched,08/08/2018,
849377,dispatched,08/08/2018,
849378,dispatched,08/08/2018,
849379,dispatched,08/08/2018,
849380,dispatched,08/08/2018,
849381,cancelled,08/08/2018,
849382,dispatched,08/08/2018,
849383,dispatched,08/08/2018,
849384,cancelled,08/08/2018,
849385,dispatched,08/08/2018,
849386,dispatched,08/08/2018,
849387,dispatched,08/08/2018,
849388,dispatched,08/08/2018,
849389,cancelled,08/08/2018,
849390,dispatched,08/08/2018,
849391,dispatched,08/08/2018,
849392,dispatched,08/08/2018,
849393,dispatched,08/08/2018,
849394,dispatched,08/08/2018,
849395,dispatched,08/08/2018,
849396,dispatched,08/08/2018,
849397,dispatched,08/08/2018,
849398,dispatched,08/08/2018,
849399,dispatched,08/08/2018,
849400,dispatched,08/08/2018,
849401,dispatched,08/08/2018,
849402,dispatched,08/08/2018,
849403,dispatched,08/08/2018,
849404,dispatched,08/08/2018,
849405,dispatched,08/08/2018,
849406,dispatched,08/08/2018,
849407,dispatched,08/08/2018,
849408,dispatched,08/08/2018,
849409,dispatched,08/08/2018,
849410,cancelled,08/08/2018,
849411,dispatched,08/08/2018,
849412,dispatched,08/08/2018,
849413,dispatched,08/08/2018,
849414,cancelled,08/08/2018,
849415,dispatched,08/08/2018,
849416,dispatched,08/08/2018,
849417,dispatched,08/08/2018,
849418,cancelled,08/08/2018,
849419,dispatched,08/08/2018,
849420,dispatched,08/08/2018,
849421,dispatched,08/08/2018,
849422,dispatched,08/08/2018,
849423,dispatched,08/08/2018,
849424,cancelled,08/08/2018,
849425,dispatched,08/08/2018,
849426,cancelled,08/08/2018,
849427,dispatched,08/08/2018,
849428,dispatched,08/08/2018,
849429,dispatched,08/08/2018,
849430,dispatched,08/08/2018,
849431,dispatched,08/08/2018,
849432,dispatched,08/08/2018,
849433,cancelled,08/08/2018,
849434,dispatched,08/08/2018,
849435,dispatched,08/08/2018,
849436,cancelled,08/08/2018,
849437,cancelled,08/08/2018,
849438,dispatched,08/08/2018,
849439,dispatched,08/08/2018,
849440,dispatched,08/08/2018,
849441,cancelled,08/08/2018,
849442,dispatched,08/08/2018,
849443,dispatched,08/08/2018,
849444,dispatched,08/08/2018,
849445,dispatched,08/08/2018,
849446,cancelled,08/08/2018,
849447,cancelled,08/08/2018,
849448,dispatched,08/08/2018,
849449,dispatched,09/08/2018,
849450,dispatched,09/08/2018,
849451,dispatched,09/08/2018,
849452,dispatched,09/08/2018,
849453,dispatched,09/08/2018,
849454,dispatched,09/08/2018,
849455,dispatched,09/08/2018,
849456,cancelled,09/08/2018,
849457,cancelled,09/08/2018,
849458,dispatched,09/08/2018,
849459,dispatched,09/08/2018,
849460,dispatched,09/08/2018,
849461,dispatched,09/08/2018,
849462,dispatched,09/08/2018,
849463,dispatched,09/08/2018,
849464,cancelled,09/08/2018,
849465,dispatched,09/08/2018,
849466,dispatched,09/08/2018,
849467,dispatched,09/08/2018,
849468,dispatched,09/08/2018,
849469,dispatched,09/08/2018,
849470,dispatched,09/08/2018,
849471,dispatched,09/08/2018,
849472,dispatched,09/08/2018,
849473,dispatched,09/08/2018,
849474,dispatched,09/08/2018,
849475,dispatched,09/08/2018,
849476,processing,09/08/2018,
849477,dispatched,09/08/2018,
849478,dispatched,09/08/2018,
849479,dispatched,09/08/2018,
849480,dispatched,09/08/2018,
849481,dispatched,09/08/2018,
849482,dispatched,09/08/2018,
849483,dispatched,09/08/2018,
849484,dispatched,09/08/2018,
849485,cancelled,09/08/2018,
849486,dispatched,09/08/2018,
849487,dispatched,09/08/2018,
849488,dispatched,09/08/2018,
849489,dispatched,09/08/2018,
849490,dispatched,09/08/2018,
849491,cancelled,09/08/2018,
849492,dispatched,09/08/2018,
849493,dispatched,09/08/2018,
849494,dispatched,09/08/2018,
849495,cancelled,09/08/2018,
849496,dispatched,09/08/2018,
849497,dispatched,09/08/2018,
849498,dispatched,09/08/2018,
849499,dispatched,09/08/2018,
849500,dispatched,09/08/2018,
849501,dispatched,09/08/2018,
849502,dispatched,09/08/2018,
849503,dispatched,09/08/2018,
849504,dispatched,09/08/2018,
849505,dispatched,09/08/2018,
849506,dispatched,09/08/2018,
849507,dispatched,09/08/2018,
849508,dispatched,09/08/2018,
849509,dispatched,09/08/2018,
849510,dispatched,09/08/2018,
849511,dispatched,09/08/2018,
849512,cancelled,09/08/2018,
849513,cancelled,09/08/2018,
849514,dispatched,09/08/2018,
849515,dispatched,09/08/2018,
849516,dispatched,09/08/2018,
849517,dispatched,09/08/2018,
849518,dispatched,09/08/2018,
849519,dispatched,09/08/2018,
849520,dispatched,09/08/2018,
849521,dispatched,09/08/2018,
849522,dispatched,09/08/2018,
849523,cancelled,09/08/2018,
849524,dispatched,09/08/2018,
849525,dispatched,09/08/2018,
849526,cancelled,09/08/2018,
849527,dispatched,09/08/2018,
849528,dispatched,09/08/2018,
849529,dispatched,09/08/2018,
849530,cancelled,09/08/2018,
849531,dispatched,09/08/2018,
849532,dispatched,09/08/2018,
849533,dispatched,09/08/2018,
849534,dispatched,09/08/2018,
849535,dispatched,09/08/2018,
849536,dispatched,09/08/2018,
849537,dispatched,09/08/2018,
849538,dispatched,09/08/2018,
849539,dispatched,09/08/2018,
849540,dispatched,09/08/2018,
849541,dispatched,09/08/2018,
849542,dispatched,09/08/2018,
849543,dispatched,09/08/2018,
849544,dispatched,09/08/2018,
849545,dispatched,09/08/2018,
849546,dispatched,09/08/2018,
849547,dispatched,09/08/2018,
849548,dispatched,09/08/2018,
849549,dispatched,09/08/2018,
849550,dispatched,09/08/2018,
849551,cancelled,09/08/2018,
849552,dispatched,09/08/2018,
849553,dispatched,09/08/2018,
849554,cancelled,09/08/2018,
849555,dispatched,09/08/2018,
849556,dispatched,09/08/2018,
849557,dispatched,09/08/2018,
849558,cancelled,09/08/2018,
849559,dispatched,09/08/2018,
849560,dispatched,09/08/2018,
849561,dispatched,09/08/2018,
849562,dispatched,09/08/2018,
849563,cancelled,09/08/2018,
849564,cancelled,10/08/2018,
849565,dispatched,10/08/2018,
849566,dispatched,10/08/2018,
849567,dispatched,10/08/2018,
849568,cancelled,10/08/2018,
849569,dispatched,10/08/2018,
849570,dispatched,10/08/2018,
849571,cancelled,10/08/2018,
849572,dispatched,10/08/2018,
849573,dispatched,10/08/2018,
849574,dispatched,10/08/2018,
849575,cancelled,10/08/2018,
849576,dispatched,10/08/2018,
849577,dispatched,10/08/2018,
849578,dispatched,10/08/2018,
849579,dispatched,10/08/2018,
849580,dispatched,10/08/2018,
849581,dispatched,10/08/2018,
849582,refunded,10/08/2018,
849583,cancelled,10/08/2018,
849584,dispatched,10/08/2018,
849585,dispatched,10/08/2018,
849586,dispatched,10/08/2018,
849587,dispatched,10/08/2018,
849588,dispatched,10/08/2018,
849589,dispatched,10/08/2018,
849590,dispatched,10/08/2018,
849591,dispatched,10/08/2018,
849592,dispatched,10/08/2018,
849593,dispatched,10/08/2018,
849594,cancelled,10/08/2018,
849595,dispatched,10/08/2018,
849596,cancelled,10/08/2018,
849597,dispatched,10/08/2018,
849598,cancelled,10/08/2018,
849599,dispatched,10/08/2018,
849600,cancelled,10/08/2018,
849601,dispatched,10/08/2018,
849602,refunded,10/08/2018,
849603,dispatched,10/08/2018,
849604,dispatched,10/08/2018,
849605,dispatched,10/08/2018,
849606,dispatched,10/08/2018,
849607,dispatched,10/08/2018,
849608,dispatched,10/08/2018,
849609,dispatched,10/08/2018,
849610,dispatched,10/08/2018,
849611,dispatched,10/08/2018,
849612,dispatched,10/08/2018,
849613,dispatched,10/08/2018,
849614,cancelled,10/08/2018,
849615,dispatched,10/08/2018,
849616,dispatched,10/08/2018,
849617,dispatched,10/08/2018,
849618,dispatched,10/08/2018,
849619,dispatched,10/08/2018,
849620,dispatched,10/08/2018,
849621,processing,10/08/2018,
849622,cancelled,10/08/2018,
849623,dispatched,10/08/2018,
849624,dispatched,10/08/2018,
849625,dispatched,10/08/2018,
849626,dispatched,10/08/2018,
849627,cancelled,10/08/2018,
849628,cancelled,10/08/2018,
849629,dispatched,10/08/2018,
849630,dispatched,10/08/2018,
849631,dispatched,10/08/2018,
849632,dispatched,10/08/2018,
849633,dispatched,10/08/2018,
849634,refunded,10/08/2018,
849635,dispatched,10/08/2018,
849636,dispatched,10/08/2018,
849637,dispatched,10/08/2018,
849638,cancelled,10/08/2018,
849639,dispatched,10/08/2018,
849640,dispatched,10/08/2018,
849641,dispatched,10/08/2018,
849642,dispatched,10/08/2018,
849643,dispatched,10/08/2018,
849644,cancelled,10/08/2018,
849645,dispatched,10/08/2018,
849646,dispatched,10/08/2018,
849647,dispatched,10/08/2018,
849648,dispatched,10/08/2018,
849649,dispatched,10/08/2018,
849650,dispatched,10/08/2018,
849651,cancelled,10/08/2018,
849652,dispatched,10/08/2018,
849653,dispatched,10/08/2018,
849654,dispatched,10/08/2018,
849655,dispatched,10/08/2018,
849656,dispatched,10/08/2018,
849657,cancelled,10/08/2018,
849658,dispatched,10/08/2018,
849659,dispatched,10/08/2018,
849660,dispatched,10/08/2018,
849661,dispatched,10/08/2018,
849662,dispatched,10/08/2018,
849663,dispatched,10/08/2018,
849664,refunded,10/08/2018,
849665,dispatched,10/08/2018,
849666,dispatched,10/08/2018,
849667,dispatched,10/08/2018,
849668,cancelled,10/08/2018,
849669,dispatched,11/08/2018,
849670,dispatched,11/08/2018,
849671,dispatched,11/08/2018,
849672,dispatched,11/08/2018,
849673,dispatched,11/08/2018,
849674,refunded,11/08/2018,
849675,dispatched,11/08/2018,
849676,dispatched,11/08/2018,
849677,dispatched,11/08/2018,
849678,dispatched,11/08/2018,
849679,dispatched,11/08/2018,
849680,dispatched,11/08/2018,
849681,dispatched,11/08/2018,
849682,dispatched,11/08/2018,
849683,dispatched,11/08/2018,
849684,dispatched,11/08/2018,
849685,dispatched,11/08/2018,
849686,dispatched,11/08/2018,
849687,dispatched,11/08/2018,
849688,dispatched,11/08/2018,
849689,dispatched,11/08/2018,
849690,cancelled,11/08/2018,
849691,dispatched,11/08/2018,
849692,dispatched,11/08/2018,
849693,dispatched,11/08/2018,
849694,dispatched,11/08/2018,
849695,dispatched,11/08/2018,
849696,dispatched,11/08/2018,
849697,dispatched,11/08/2018,
849698,dispatched,11/08/2018,
849699,dispatched,11/08/2018,
849700,dispatched,11/08/2018,
849701,cancelled,11/08/2018,
849702,refunded,11/08/2018,
849703,cancelled,11/08/2018,
849704,cancelled,11/08/2018,
849705,dispatched,11/08/2018,
849706,dispatched,11/08/2018,
849707,dispatched,11/08/2018,
849708,dispatched,11/08/2018,
849709,dispatched,11/08/2018,
849710,cancelled,11/08/2018,
849711,dispatched,11/08/2018,
849712,cancelled,11/08/2018,
849713,dispatched,11/08/2018,
849714,refunded,11/08/2018,
849715,dispatched,11/08/2018,
849716,dispatched,11/08/2018,
849717,dispatched,11/08/2018,
849718,dispatched,11/08/2018,
849719,dispatched,11/08/2018,
849720,refunded,11/08/2018,
849721,dispatched,11/08/2018,
849722,dispatched,11/08/2018,
849723,dispatched,11/08/2018,
849724,dispatched,11/08/2018,
849725,dispatched,11/08/2018,
849726,dispatched,11/08/2018,
849727,dispatched,11/08/2018,
849728,dispatched,11/08/2018,
849729,dispatched,11/08/2018,
849730,dispatched,11/08/2018,
849731,dispatched,11/08/2018,
849732,cancelled,11/08/2018,
849733,dispatched,11/08/2018,
849734,dispatched,11/08/2018,
849735,dispatched,11/08/2018,
849736,cancelled,11/08/2018,
849737,cancelled,11/08/2018,
849738,dispatched,11/08/2018,
849739,cancelled,11/08/2018,
849740,dispatched,11/08/2018,
849741,dispatched,11/08/2018,
849742,dispatched,11/08/2018,
849743,dispatched,11/08/2018,
849744,dispatched,11/08/2018,
849745,cancelled,11/08/2018,
849746,dispatched,11/08/2018,
849747,dispatched,11/08/2018,
849748,cancelled,11/08/2018,
849749,dispatched,11/08/2018,
849750,dispatched,11/08/2018,
849751,dispatched,11/08/2018,
849752,dispatched,11/08/2018,
849753,dispatched,11/08/2018,
849754,dispatched,11/08/2018,
849755,dispatched,11/08/2018,
849756,dispatched,11/08/2018,
849757,cancelled,11/08/2018,
849758,dispatched,11/08/2018,
849759,dispatched,11/08/2018,
849760,dispatched,11/08/2018,
849761,dispatched,11/08/2018,
849762,dispatched,11/08/2018,
849763,dispatched,11/08/2018,
849764,dispatched,11/08/2018,
849765,cancelled,11/08/2018,
849766,dispatched,11/08/2018,
849767,dispatched,11/08/2018,
849768,dispatched,11/08/2018,
849769,dispatched,11/08/2018,
849770,dispatched,11/08/2018,
849771,dispatched,11/08/2018,
849772,dispatched,11/08/2018,
849773,dispatched,11/08/2018,
849774,dispatched,11/08/2018,
849775,dispatched,11/08/2018,
849776,dispatched,11/08/2018,
849777,dispatched,11/08/2018,
849778,dispatched,11/08/2018,
849779,dispatched,11/08/2018,
849780,dispatched,11/08/2018,
849781,cancelled,11/08/2018,
849782,dispatched,11/08/2018,
849783,dispatched,11/08/2018,
849784,dispatched,11/08/2018,
849785,cancelled,11/08/2018,
849786,cancelled,11/08/2018,
849787,dispatched,11/08/2018,
849788,dispatched,11/08/2018,
849789,dispatched,11/08/2018,
849790,dispatched,12/08/2018,
849791,dispatched,12/08/2018,
849792,dispatched,12/08/2018,
849793,dispatched,12/08/2018,
849794,dispatched,12/08/2018,
849795,dispatched,12/08/2018,
849796,dispatched,12/08/2018,
849797,dispatched,12/08/2018,
849798,dispatched,12/08/2018,
849799,dispatched,12/08/2018,
849800,dispatched,12/08/2018,
849801,dispatched,12/08/2018,
849802,cancelled,12/08/2018,
849803,cancelled,12/08/2018,
849804,dispatched,12/08/2018,
849805,dispatched,12/08/2018,
849806,dispatched,12/08/2018,
849807,dispatched,12/08/2018,
849808,dispatched,12/08/2018,
849809,dispatched,12/08/2018,
849810,dispatched,12/08/2018,
849811,dispatched,12/08/2018,
849812,dispatched,12/08/2018,
849813,dispatched,12/08/2018,
849814,dispatched,12/08/2018,
849815,dispatched,12/08/2018,
849816,cancelled,12/08/2018,
849817,dispatched,12/08/2018,
849818,dispatched,12/08/2018,
849819,dispatched,12/08/2018,
849820,dispatched,12/08/2018,
849821,dispatched,12/08/2018,
849822,dispatched,12/08/2018,
849823,dispatched,12/08/2018,
849824,dispatched,12/08/2018,
849825,cancelled,12/08/2018,
849826,dispatched,12/08/2018,
849827,dispatched,12/08/2018,
849828,dispatched,12/08/2018,
849829,dispatched,12/08/2018,
849830,dispatched,12/08/2018,
849831,dispatched,12/08/2018,
849832,dispatched,12/08/2018,
849833,dispatched,12/08/2018,
849834,cancelled,12/08/2018,
849835,dispatched,12/08/2018,
849836,dispatched,12/08/2018,
849837,dispatched,12/08/2018,
849838,dispatched,12/08/2018,
849839,dispatched,12/08/2018,
849840,cancelled,12/08/2018,
849841,dispatched,12/08/2018,
849842,dispatched,12/08/2018,
849843,dispatched,12/08/2018,
849844,dispatched,12/08/2018,
849845,dispatched,12/08/2018,
849846,dispatched,12/08/2018,
849847,cancelled,12/08/2018,
849848,dispatched,12/08/2018,
849849,dispatched,12/08/2018,
849850,cancelled,12/08/2018,
849851,dispatched,12/08/2018,
849852,dispatched,12/08/2018,
849853,dispatched,12/08/2018,
849854,dispatched,12/08/2018,
849855,dispatched,12/08/2018,
849856,dispatched,12/08/2018,
849857,dispatched,12/08/2018,
849858,dispatched,12/08/2018,
849859,cancelled,12/08/2018,
849860,dispatched,12/08/2018,
